StartTime: 2018-11-20 19:51:14.862
Time(s)	hx	hy	hz 
119.237	214	-38	88 
119.253	222	-46	68 
119.284	229	-50	48 
119.300	239	-55	29 
119.315	245	-60	15 
119.346	251	-66	-4 
119.362	255	-76	-25 
119.378	257	-84	-45 
119.409	257	-92	-63 
119.425	257	-96	-83 
119.440	256	-101	-95 
119.456	257	-104	-107 
119.471	258	-104	-116 
119.503	255	-105	-127 
119.518	257	-102	-138 
119.581	258	-101	-150 
119.596	258	-97	-162 
119.596	257	-95	-170 
119.612	254	-91	-180 
119.628	252	-86	-190 
119.643	246	-80	-201 
119.659	242	-75	-212 
119.690	237	-72	-225 
119.753	232	-67	-237 
119.768	226	-63	-247 
119.768	222	-57	-252 
119.768	219	-50	-257 
119.784	216	-41	-261 
119.800	211	-35	-264 
119.831	208	-29	-272 
119.862	205	-20	-278 
119.862	200	-15	-285 
119.893	196	-11	-292 
119.940	190	-6	-298 
119.940	183	-6	-305 
119.971	176	-12	-314 
119.987	162	-20	-323 
119.987	153	-25	-328 
120.003	148	-31	-332 
120.018	142	-37	-335 
120.034	135	-45	-341 
120.050	128	-55	-346 
120.081	115	-72	-341 
120.124	106	-88	-333 
120.155	101	-98	-325 
120.155	98	-104	-321 
120.171	100	-109	-312 
120.186	104	-111	-303 
120.202	108	-106	-302 
120.217	112	-93	-308 
120.233	119	-79	-315 
120.249	127	-66	-319 
120.280	133	-57	-323 
120.295	139	-48	-323 
120.327	146	-39	-321 
120.342	157	-30	-314 
120.358	166	-24	-307 
120.374	171	-20	-301 
120.389	167	-15	-298 
120.421	166	-9	-300 
120.436	160	-4	-302 
120.452	149	2	-303 
120.467	133	9	-305 
120.499	115	17	-310 
120.545	99	25	-316 
120.577	83	38	-321 
120.577	71	47	-323 
120.592	62	57	-329 
120.608	55	66	-333 
120.624	47	73	-335 
120.639	32	79	-337 
120.670	21	87	-336 
120.702	9	92	-336 
120.702	-1	94	-336 
120.795	-13	99	-338 
120.811	-21	100	-342 
120.811	-29	101	-346 
120.811	-35	101	-351 
120.811	-41	102	-355 
120.827	-52	104	-354 
120.842	-65	110	-349 
120.858	-78	120	-341 
120.874	-87	129	-328 
120.905	-97	139	-316 
120.967	-104	151	-300 
120.999	-113	161	-280 
120.999	-122	169	-260 
120.999	-129	174	-242 
120.999	-136	180	-228 
121.030	-143	185	-215 
121.046	-149	186	-205 
121.061	-155	189	-196 
121.092	-162	188	-183 
121.124	-170	189	-163 
121.139	-176	191	-138 
121.139	-179	191	-116 
121.155	-182	191	-96 
121.190	-183	190	-71 
121.197	-184	190	-41 
121.213	-187	187	-15 
121.229	-189	181	8 
121.244	-190	176	33 
121.275	-191	163	55 
121.307	-190	151	73 
121.322	-188	138	91 
121.338	-186	127	110 
121.369	-175	118	135 
121.416	-160	114	156 
121.432	-136	117	184 
121.432	-113	123	205 
121.447	-93	124	221 
121.463	-78	125	231 
121.479	-65	123	241 
121.494	-53	120	248 
121.510	-40	118	253 
121.525	-32	111	257 
121.557	-24	101	257 
121.572	-15	90	259 
121.588	-6	78	258 
121.604	2	67	256 
121.635	16	56	255 
121.650	36	45	258 
121.682	56	35	264 
121.697	76	24	269 
121.713	95	15	273 
121.729	112	7	276 
121.760	122	0	276 
121.775	134	-7	275 
121.791	142	-13	274 
121.807	151	-22	269 
121.822	156	-30	264 
121.854	160	-46	256 
121.869	164	-59	246 
121.900	169	-73	232 
121.932	175	-87	213 
121.963	184	-102	186 
121.978	189	-115	160 
121.978	193	-125	138 
121.994	198	-131	118 
122.010	204	-138	97 
122.025	210	-143	76 
122.057	217	-147	55 
122.072	225	-149	38 
122.088	234	-146	24 
122.104	247	-139	9 
122.127	260	-134	-6 
122.159	268	-131	-19 
122.174	271	-128	-33 
122.190	273	-128	-44 
122.206	274	-128	-56 
122.221	275	-127	-67 
122.252	272	-129	-78 
122.268	269	-129	-89 
122.284	260	-129	-111 
122.299	248	-125	-142 
122.331	234	-120	-185 
122.362	218	-118	-224 
122.377	205	-112	-257 
122.393	191	-106	-281 
122.409	181	-96	-292 
122.440	177	-87	-295 
122.456	174	-80	-298 
122.471	170	-74	-300 
122.487	163	-69	-301 
122.518	152	-65	-305 
122.534	140	-64	-309 
122.581	132	-66	-313 
122.596	123	-71	-314 
122.596	116	-72	-316 
122.612	111	-74	-315 
122.627	107	-78	-315 
122.643	112	-101	-301 
122.659	120	-123	-283 
122.690	127	-142	-262 
122.721	133	-161	-240 
122.737	140	-179	-211 
122.752	145	-195	-179 
122.799	148	-211	-145 
122.815	153	-225	-100 
122.815	156	-232	-54 
122.831	159	-234	-16 
122.846	162	-231	18 
122.862	165	-223	62 
122.877	168	-207	105 
122.909	170	-188	143 
122.924	175	-165	175 
122.940	178	-126	201 
122.971	171	-66	217 
123.002	172	-9	221 
123.018	177	37	216 
123.034	184	76	206 
123.049	191	104	195 
123.065	195	123	184 
123.081	200	137	175 
123.113	208	146	168 
123.124	212	154	160 
123.155	216	162	154 
123.171	216	168	146 
123.218	219	176	135 
123.233	220	183	130 
123.233	221	187	119 
123.249	221	190	109 
123.264	224	194	104 
123.280	225	194	96 
123.311	228	192	94 
123.327	230	188	94 
123.358	233	184	92 
123.374	235	181	89 
123.389	235	182	81 
123.436	235	184	76 
123.452	233	188	68 
123.452	225	197	57 
123.468	219	205	48 
123.483	211	211	39 
123.499	207	216	35 
123.530	202	220	32 
123.546	199	223	32 
123.577	199	225	29 
123.593	201	225	26 
123.608	203	226	18 
123.639	205	225	6 
123.655	206	223	-3 
123.671	207	221	-5 
123.702	209	219	-3 
123.718	213	221	-1 
123.733	224	202	-13 
123.751	237	178	-40 
123.770	245	161	-60 
123.788	253	148	-73 
123.804	262	138	-74 
123.819	271	127	-67 
123.851	279	116	-60 
123.866	284	103	-50 
123.882	289	89	-34 
123.898	291	79	-17 
123.929	293	70	0 
123.945	294	60	18 
123.960	292	51	35 
123.991	293	42	51 
124.007	290	31	63 
124.023	286	24	82 
124.038	281	19	96 
124.054	276	15	106 
124.085	274	11	112 
124.101	269	2	123 
124.128	268	-7	130 
124.144	267	-11	137 
124.159	267	-18	141 
124.191	268	-25	144 
124.206	267	-29	145 
124.222	267	-32	143 
124.237	267	-33	138 
124.269	270	-31	131 
124.284	273	-32	122 
124.300	276	-33	117 
124.316	277	-32	117 
124.347	279	-31	113 
124.362	279	-31	109 
124.394	279	-31	109 
124.409	277	-30	112 
124.425	278	-24	119 
124.441	277	-17	125 
124.456	275	-7	134 
124.487	274	4	141 
124.503	268	20	145 
124.534	262	36	148 
124.550	256	53	152 
124.566	250	66	157 
124.628	241	80	166 
124.659	234	91	174 
124.659	228	96	187 
124.659	222	98	198 
124.675	216	97	209 
124.691	208	94	220 
124.706	200	92	227 
124.722	195	90	231 
124.737	190	85	242 
124.769	188	79	249 
124.784	186	73	254 
124.816	182	69	258 
124.847	180	68	262 
124.878	176	66	263 
124.878	173	65	263 
124.894	173	66	265 
124.909	165	67	267 
124.925	155	68	268 
124.941	146	65	265 
124.972	130	63	263 
124.987	107	56	266 
125.003	84	48	269 
125.034	60	41	271 
125.066	34	33	273 
125.081	15	27	272 
125.097	-6	21	271 
125.112	-27	20	266 
125.124	-50	21	259 
125.140	-67	24	248 
125.155	-89	23	239 
125.171	-111	22	227 
125.202	-132	16	211 
125.218	-154	10	192 
125.249	-175	7	171 
125.265	-193	5	148 
125.280	-211	3	124 
125.296	-226	2	105 
125.311	-240	0	78 
125.343	-251	0	48 
125.358	-260	1	21 
125.374	-269	8	0 
125.390	-271	9	-28 
125.421	-272	8	-56 
125.452	-271	8	-83 
125.468	-269	6	-106 
125.483	-258	3	-134 
125.499	-244	0	-162 
125.515	-228	-3	-190 
125.530	-213	-7	-213 
125.561	-197	-15	-234 
125.577	-179	-21	-252 
125.608	-161	-22	-270 
125.624	-147	-24	-288 
125.671	-132	-28	-300 
125.686	-117	-32	-309 
125.686	-101	-37	-317 
125.702	-86	-38	-327 
125.718	-63	-28	-338 
125.733	-29	-9	-346 
125.749	-1	1	-348 
125.780	21	5	-346 
125.811	43	8	-342 
125.827	61	7	-339 
125.843	79	5	-334 
125.861	97	5	-328 
125.877	115	4	-323 
125.893	136	2	-315 
125.908	154	0	-307 
125.939	168	0	-299 
125.955	183	-1	-290 
125.971	201	1	-280 
126.018	215	2	-268 
126.033	228	3	-256 
126.049	238	3	-236 
126.064	250	2	-211 
126.080	259	1	-190 
126.096	268	1	-174 
126.123	273	1	-160 
126.155	271	4	-159 
126.170	269	10	-164 
126.189	267	14	-167 
126.212	266	21	-160 
126.244	276	26	-122 
126.244	287	29	-78 
126.259	292	31	-41 
126.275	294	31	-12 
126.290	294	34	10 
126.322	295	36	27 
126.337	297	35	43 
126.353	295	37	54 
126.369	291	41	64 
126.400	287	42	73 
126.462	284	45	84 
126.478	276	49	95 
126.478	271	52	105 
126.494	266	59	115 
126.509	261	63	122 
126.525	250	66	132 
126.540	240	71	138 
126.572	228	75	148 
126.587	216	79	157 
126.603	201	84	166 
126.619	188	90	175 
126.634	173	95	180 
126.665	161	100	185 
126.697	147	104	188 
126.712	136	106	189 
126.728	126	110	189 
126.744	118	113	191 
126.759	106	116	192 
126.775	97	120	191 
126.806	86	129	189 
126.822	77	136	188 
126.837	68	142	186 
126.915	62	148	188 
126.931	53	155	187 
126.931	45	159	187 
126.931	38	165	192 
126.947	30	169	196 
126.962	25	169	198 
126.978	17	171	202 
126.993	11	173	205 
127.009	2	180	204 
127.056	-11	183	206 
127.072	-19	185	207 
127.087	-29	186	208 
127.103	-42	184	206 
127.118	-56	181	203 
127.129	-70	178	201 
127.145	-88	174	199 
127.176	-106	162	191 
127.192	-126	149	183 
127.207	-148	133	170 
127.254	-165	120	157 
127.270	-184	106	140 
127.285	-202	95	121 
127.301	-218	83	95 
127.317	-232	73	71 
127.332	-245	65	40 
127.348	-256	59	10 
127.379	-262	50	-20 
127.395	-260	44	-45 
127.410	-257	38	-73 
127.473	-253	30	-104 
127.488	-245	24	-140 
127.488	-235	20	-168 
127.504	-223	16	-197 
127.520	-212	11	-218 
127.535	-199	7	-237 
127.551	-188	5	-251 
127.582	-177	5	-264 
127.598	-172	3	-272 
127.613	-168	2	-281 
127.629	-166	1	-286 
127.645	-163	0	-289 
127.676	-164	0	-291 
127.691	-168	1	-291 
127.707	-170	3	-287 
127.738	-179	6	-275 
127.754	-190	9	-258 
127.770	-201	10	-238 
127.785	-208	11	-222 
127.817	-216	7	-201 
127.848	-225	3	-181 
127.895	-234	0	-158 
127.910	-242	0	-137 
127.910	-248	-3	-107 
127.926	-254	-5	-79 
127.942	-257	-7	-51 
127.957	-254	-10	-17 
127.973	-251	-8	12 
127.988	-244	0	42 
128.004	-239	12	65 
128.035	-230	34	85 
128.051	-219	67	97 
128.067	-199	107	103 
128.098	-142	149	112 
128.122	-23	148	107 
128.129	63	106	17 
128.145	59	44	-101 
128.176	34	0	-178 
128.191	23	-33	-226 
128.207	33	-51	-255 
128.223	58	-55	-270 
128.254	84	-56	-279 
128.270	111	-54	-283 
128.301	126	-57	-285 
128.317	125	-66	-289 
128.332	116	-77	-290 
128.348	106	-87	-289 
128.379	101	-96	-290 
128.395	105	-101	-292 
128.410	113	-101	-288 
128.441	116	-104	-287 
128.457	117	-104	-287 
128.473	117	-110	-288 
128.535	113	-117	-286 
128.551	109	-122	-286 
128.551	107	-126	-284 
128.567	103	-126	-284 
128.575	97	-125	-287 
128.587	83	-126	-293 
128.603	67	-119	-302 
128.634	53	-109	-310 
128.650	35	-101	-317 
128.697	16	-90	-323 
128.712	-1	-74	-332 
128.728	-15	-62	-335 
128.744	-30	-48	-336 
128.759	-44	-32	-338 
128.775	-58	-18	-338 
128.791	-71	-8	-342 
128.822	-79	-1	-342 
128.837	-83	-2	-342 
128.853	-82	-4	-342 
128.869	-77	-6	-344 
128.931	-71	-14	-342 
128.947	-66	-23	-339 
128.947	-60	-32	-337 
128.962	-58	-44	-332 
128.978	-57	-60	-323 
128.994	-60	-76	-311 
129.009	-61	-92	-299 
129.025	-63	-110	-288 
129.087	-64	-125	-275 
129.103	-64	-134	-267 
129.103	-63	-138	-260 
129.120	-63	-143	-257 
129.127	-64	-143	-254 
129.143	-63	-141	-253 
129.174	-64	-137	-257 
129.190	-60	-136	-261 
129.221	-58	-133	-264 
129.237	-54	-130	-266 
129.252	-52	-126	-266 
129.299	-50	-125	-265 
129.315	-52	-123	-264 
129.315	-54	-122	-262 
129.330	-59	-124	-267 
129.346	-62	-122	-270 
129.377	-66	-122	-275 
129.393	-67	-120	-284 
129.409	-72	-120	-298 
129.440	-71	-118	-322 
129.456	-68	-120	-344 
129.471	-64	-123	-364 
129.518	-59	-130	-385 
129.534	-50	-138	-406 
129.534	-43	-149	-421 
129.549	-44	-161	-431 
129.565	-44	-174	-441 
129.596	-44	-183	-450 
129.612	-42	-192	-458 
129.627	-42	-200	-467 
129.643	-43	-209	-475 
129.659	-39	-215	-485 
129.690	-37	-221	-493 
129.721	-37	-225	-500 
129.737	-40	-230	-508 
129.752	-49	-239	-514 
129.768	-66	-249	-521 
129.784	-94	-263	-524 
129.799	-122	-276	-523 
129.830	-169	-288	-518 
129.846	-217	-295	-502 
129.877	-272	-287	-471 
129.893	-324	-263	-428 
129.940	-360	-218	-365 
129.955	-364	-161	-292 
129.955	-330	-116	-225 
129.971	-281	-97	-183 
129.987	-239	-102	-174 
130.002	-214	-107	-180 
130.034	-200	-103	-188 
130.049	-196	-96	-194 
130.125	-200	-72	-198 
130.141	-208	-43	-200 
130.141	-214	-15	-198 
130.141	-218	11	-192 
130.156	-225	45	-161 
130.172	-227	72	-129 
130.188	-227	93	-97 
130.203	-227	109	-65 
130.234	-221	125	-27 
130.250	-212	137	9 
130.266	-198	147	43 
130.281	-186	155	71 
130.344	-166	167	97 
130.359	-148	178	116 
130.359	-127	188	130 
130.375	-106	200	136 
130.391	-83	213	139 
130.406	-64	224	139 
130.422	-46	230	139 
130.437	-31	235	141 
130.484	-17	241	142 
130.500	-5	243	142 
130.516	8	242	145 
130.531	21	238	152 
130.547	31	232	161 
130.562	39	227	166 
130.594	45	219	172 
130.609	48	210	184 
130.625	53	202	194 
130.641	56	196	200 
130.719	60	196	201 
130.734	62	200	197 
130.734	69	206	189 
130.734	76	208	182 
130.750	82	209	182 
130.766	88	207	183 
130.797	91	206	178 
130.828	140	195	134 
130.828	166	190	113 
130.847	186	186	97 
130.863	202	184	81 
130.895	217	177	72 
130.941	230	172	63 
130.973	239	165	52 
130.973	249	156	47 
130.973	262	147	35 
130.988	273	135	16 
131.004	278	123	-7 
131.035	278	111	-29 
131.051	281	102	-52 
131.066	281	97	-71 
131.082	278	91	-91 
131.124	268	90	-115 
131.139	260	89	-138 
131.171	248	90	-166 
131.171	236	92	-189 
131.187	222	89	-213 
131.201	209	84	-233 
131.217	196	74	-256 
131.248	179	63	-277 
131.264	159	56	-297 
131.279	140	48	-314 
131.311	135	48	-320 
131.326	134	46	-322 
131.373	138	38	-316 
131.389	163	53	-292 
131.389	168	62	-287 
131.404	169	67	-289 
131.420	172	78	-283 
131.436	175	89	-276 
131.467	177	93	-268 
131.482	183	99	-256 
131.529	194	105	-244 
131.545	201	110	-231 
131.545	212	112	-214 
131.561	222	115	-197 
131.576	230	117	-181 
131.607	237	120	-160 
131.623	243	127	-140 
131.639	247	136	-129 
131.672	247	144	-120 
131.693	243	156	-110 
131.708	240	163	-102 
131.732	237	169	-97 
131.748	234	179	-89 
131.764	230	188	-78 
131.779	224	195	-71 
131.795	219	200	-67 
131.826	213	210	-59 
131.842	205	217	-48 
131.873	197	222	-38 
131.889	189	228	-29 
131.904	184	234	-22 
131.936	179	236	-16 
131.967	179	238	-13 
131.967	180	238	-11 
131.982	180	237	-13 
131.998	183	234	-16 
132.014	191	230	-22 
132.029	197	224	-30 
132.061	203	217	-42 
132.076	212	207	-54 
132.092	221	195	-65 
132.149	234	177	-77 
132.165	244	156	-91 
132.165	251	130	-104 
132.181	260	107	-116 
132.196	265	80	-132 
132.212	267	59	-151 
132.243	261	47	-172 
132.259	255	42	-186 
132.290	248	39	-201 
132.306	241	38	-215 
132.321	227	40	-232 
132.352	209	43	-252 
132.368	183	43	-277 
132.384	149	31	-299 
132.399	108	28	-317 
132.415	73	28	-329 
132.431	42	32	-336 
132.462	13	39	-340 
132.477	-20	51	-337 
132.493	-49	65	-329 
132.509	-71	83	-315 
132.556	-90	100	-301 
132.571	-107	123	-283 
132.587	-121	138	-261 
132.602	-138	151	-237 
132.618	-152	161	-214 
132.634	-167	171	-188 
132.649	-173	178	-170 
132.681	-178	183	-151 
132.696	-178	191	-126 
132.727	-176	201	-107 
132.774	-169	208	-81 
132.790	-162	215	-59 
132.790	-158	219	-33 
132.806	-153	222	-10 
132.821	-151	221	18 
132.837	-151	214	44 
132.852	-149	207	72 
132.868	-143	199	96 
132.899	-136	192	119 
132.915	-129	185	143 
132.931	-121	179	159 
132.946	-116	179	169 
132.977	-105	183	171 
132.993	-97	185	175 
133.009	-85	186	184 
133.040	-72	190	186 
133.056	-52	197	184 
133.071	-30	205	182 
133.087	-8	210	182 
133.119	9	216	180 
133.128	31	216	181 
133.175	43	213	182 
133.190	49	203	189 
133.206	54	204	190 
133.222	89	213	161 
133.237	115	217	141 
133.269	131	218	128 
133.284	148	215	119 
133.300	161	212	110 
133.315	172	211	103 
133.347	186	204	89 
133.409	202	194	68 
133.425	217	186	56 
133.425	228	176	45 
133.425	241	167	37 
133.440	248	164	30 
133.456	254	162	21 
133.487	255	162	9 
133.503	258	159	-8 
133.519	257	157	-25 
133.565	259	153	-38 
133.597	261	147	-54 
133.597	264	139	-68 
133.612	265	128	-84 
133.628	265	116	-98 
133.644	265	103	-116 
133.659	261	88	-140 
133.690	252	61	-169 
133.722	242	35	-197 
133.722	228	8	-216 
133.753	217	-14	-232 
133.800	205	-30	-247 
133.800	196	-40	-262 
133.815	186	-40	-276 
133.831	179	-39	-287 
133.847	170	-33	-299 
133.862	162	-32	-308 
133.878	151	-28	-317 
133.894	143	-23	-323 
133.909	135	-19	-328 
133.940	127	-12	-333 
133.956	109	-3	-339 
133.972	83	4	-347 
134.019	51	14	-348 
134.034	17	24	-348 
134.050	-11	33	-347 
134.065	-38	41	-348 
134.081	-66	48	-342 
134.097	-92	53	-334 
134.124	-110	61	-326 
134.203	-125	68	-314 
134.218	-136	71	-302 
134.218	-152	79	-291 
134.218	-164	89	-280 
134.218	-173	97	-263 
134.234	-182	107	-243 
134.265	-193	117	-214 
134.281	-201	124	-187 
134.296	-209	129	-162 
134.312	-216	132	-136 
134.343	-222	135	-114 
134.359	-224	135	-97 
134.374	-228	135	-82 
134.437	-229	134	-68 
134.453	-224	141	-39 
134.453	-216	149	-14 
134.468	-205	160	12 
134.484	-195	167	39 
134.499	-186	168	66 
134.515	-178	169	86 
134.546	-169	170	104 
134.609	-161	166	123 
134.609	-155	155	141 
134.640	-150	145	157 
134.640	-137	136	179 
134.640	-118	133	194 
134.656	-91	133	209 
134.671	-69	133	223 
134.702	-45	135	233 
134.734	-22	137	241 
134.734	0	140	244 
134.749	20	151	242 
134.781	36	165	234 
134.812	52	181	223 
134.828	72	196	204 
134.843	91	214	175 
134.859	108	226	145 
134.874	126	233	115 
134.890	141	234	84 
134.921	156	234	65 
134.937	168	234	51 
134.953	177	233	42 
134.984	183	230	38 
135.046	188	223	43 
135.046	193	219	50 
135.062	199	214	52 
135.062	206	209	53 
135.078	215	203	54 
135.093	222	200	51 
135.118	230	193	43 
135.149	238	186	36 
135.180	243	181	18 
135.196	248	173	-8 
135.196	249	162	-46 
135.212	249	150	-80 
135.227	247	138	-108 
135.243	246	127	-130 
135.259	246	117	-147 
135.290	243	108	-162 
135.305	243	98	-180 
135.321	240	89	-189 
135.352	239	79	-196 
135.415	238	73	-203 
135.430	236	74	-211 
135.430	230	81	-216 
135.446	223	91	-221 
135.462	217	100	-223 
135.477	207	113	-227 
135.493	198	125	-230 
135.509	193	135	-229 
135.524	188	147	-227 
135.540	184	159	-219 
135.571	183	173	-206 
135.587	183	183	-192 
135.634	182	193	-174 
135.665	184	206	-149 
135.665	184	216	-125 
135.680	184	223	-106 
135.696	187	228	-88 
135.712	190	227	-72 
135.731	195	224	-55 
135.746	199	221	-43 
135.762	202	221	-34 
135.793	203	217	-18 
135.809	206	213	-2 
135.824	209	211	8 
135.840	213	210	13 
135.871	214	209	19 
135.887	212	209	24 
135.903	210	210	30 
135.918	206	212	39 
135.949	200	214	45 
135.965	198	213	49 
136.028	196	214	53 
136.043	195	215	56 
136.043	191	219	58 
136.059	190	219	59 
136.074	188	220	59 
136.090	186	220	59 
136.109	181	223	60 
136.118	177	224	59 
136.149	174	226	58 
136.165	172	226	59 
136.196	170	227	61 
136.243	166	230	66 
136.259	164	231	66 
136.259	164	232	64 
136.274	163	233	65 
136.290	162	232	66 
136.306	159	234	68 
136.321	155	235	70 
136.337	154	235	72 
136.368	153	235	74 
136.384	150	236	76 
136.415	149	238	76 
136.462	150	237	76 
136.477	149	236	77 
136.477	148	236	79 
136.493	146	237	83 
136.509	147	240	86 
136.540	143	239	90 
136.556	139	240	88 
136.571	138	239	86 
136.618	137	238	88 
136.634	135	237	93 
136.634	134	235	96 
136.649	132	236	99 
136.665	131	236	100 
136.681	128	235	102 
136.696	125	235	105 
136.727	124	236	105 
136.759	125	237	104 
136.774	125	239	103 
136.790	123	238	105 
136.837	122	239	105 
136.852	123	238	106 
136.852	124	236	105 
136.868	122	235	105 
136.884	122	235	105 
136.899	122	234	106 
136.915	121	233	107 
136.946	119	234	108 
136.962	120	235	107 
136.977	121	236	107 
137.009	118	234	107 
137.040	116	234	106 
137.056	117	236	106 
137.071	120	238	106 
137.087	117	238	108 
137.102	118	237	107 
137.127	117	236	106 
137.143	117	237	107 
137.159	117	237	106 
137.174	117	237	106 
137.206	117	236	108 
137.237	120	237	108 
137.268	115	236	108 
137.268	115	238	110 
137.284	116	240	110 
137.299	115	241	111 
137.315	115	241	112 
137.346	112	241	111 
137.362	112	239	109 
137.377	111	238	108 
137.393	111	239	109 
137.424	113	240	111 
137.456	112	240	112 
137.471	112	240	112 
137.487	112	239	110 
137.502	111	239	113 
137.518	108	239	114 
137.534	104	241	114 
137.565	106	242	112 
137.581	106	241	111 
137.596	106	242	111 
137.612	107	240	110 
137.659	106	239	113 
137.674	107	240	112 
137.690	109	240	112 
137.706	108	239	112 
137.721	110	240	113 
137.737	108	241	113 
137.768	108	241	113 
137.784	108	241	110 
137.799	107	241	113 
137.815	108	240	113 
137.877	106	240	112 
137.893	104	241	112 
137.893	104	240	113 
137.909	106	239	113 
137.924	104	240	112 
137.940	102	239	113 
137.971	102	240	113 
137.987	101	240	112 
138.049	101	240	113
